CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,MEASDAY,MEASMON,MEASYEAR,QASTATCD,CRWTYPCD,SMPKNDCD,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CWD_SAMPLE_METHOD,FWD_SAMPLE_METHOD,MICR_SAMPLE_METHOD,DLF_SAMPLE_METHOD,PILE_SAMPLE_METHOD,DWM_SAMPLING_STATUS_CD,DWM_NBR_SUBP,DWM_NBR_SUBP_TRANSECT,DWM_SUBPLIST,DWM_TRANSECT_LENGTH,QA_STATUS
209564192010661,107545280010661,2008,23,19,3596,15,7,2008,1,1,2,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209564492010661,107545662010661,2008,23,21,2976,16,7,2008,1,1,2,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209564570010661,107546484010661,2008,23,21,3038,14,8,2008,1,2,2,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209564958010661,107546120010661,2008,23,21,3069,8,7,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209564804010661,107545978010661,2008,23,21,3096,31,7,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:20,290487,1,2,1,2,2,,,,,,1
209564297010661,107546378010661,2008,23,21,3440,24,6,2008,1,1,2,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209564412010661,107545642010661,2008,23,21,3707,26,8,2008,1,1,2,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209564685010661,107545804010661,2008,23,21,5344,21,8,2008,1,1,1,BOCONNELL,2009-07-07 06:10:06,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
209565114010661,107545526010661,2008,23,25,2730,25,6,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
209565660010661,107546012010661,2008,23,25,2758,20,8,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209565755010661,107546274010661,2008,23,25,3085,28,7,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209565255010661,107546148010661,2008,23,25,3121,29,7,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209565548010661,107546464010661,2008,23,25,3349,30,7,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:20,290487,1,2,1,2,2,,,,,,1
209565411010661,107545840010661,2008,23,25,3674,14,8,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
209565994010661,107546368010661,2008,23,27,3156,22,8,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209565859010661,107546358010661,2008,23,27,3670,11,8,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209566341010661,107546342010661,2008,23,29,2735,11,8,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209566239010661,107545090010661,2008,23,29,2862,6,8,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
209566154010661,107545130010661,2008,23,29,3154,7,8,2008,1,1,2,BOCONNELL,2009-07-07 06:10:07,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
209566452010661,107545182010661,2008,23,29,3385,12,8,2008,1,1,2,BOCONNELL,2009-07-07 06:10:08,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
209566569010661,107545902010661,2008,23,31,3544,12,6,2008,1,1,2,BOCONNELL,2009-07-07 06:10:08,10661,FSTROFFE,2022-04-18 09:41:20,290487,1,2,1,2,2,,,,,,1
209566662010661,107545588010661,2008,23,31,3691,14,8,2008,1,1,2,BOCONNELL,2009-07-07 06:10:08,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224361518010661,145024121010661,2009,23,1,2026,9,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:44,10661,FSTROFFE,2022-04-18 09:41:20,290487,1,2,1,2,2,,,,,,1
224391871010661,145024579010661,2009,23,3,179,24,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:44,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224397673010661,145024165010661,2009,23,3,203,17,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224395799010661,145024661010661,2009,23,3,299,23,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:44,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224379188010661,145024717010661,2009,23,3,465,16,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:44,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224397195010661,145024179010661,2009,23,3,575,15,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224396318010661,145023875010661,2009,23,3,621,24,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224395316010661,145024649010661,2009,23,3,803,24,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:44,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224396745010661,145023855010661,2009,23,3,858,18,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224398729010661,145024437010661,2009,23,3,1361,29,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224382608010661,145023995010661,2009,23,3,1506,18,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:44,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224398171010661,145023647010661,2009,23,3,2034,15,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224403021010661,145024257010661,2009,23,5,513,29,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
42725202020004,145023963010661,2009,23,5,549,1,6,2009,1,,2,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:26,20004,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
225559885010661,145024377010661,2009,23,7,1800,20,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224385083010661,174547567010661,2009,23,7,5351,27,7,2009,1,,1,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
224391971010661,145024705010661,2009,23,9,1447,16,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224387079010661,145024863010661,2009,23,9,2014,13,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:31,290487,1,2,1,2,2,,,,,,1
224378931010661,145023939010661,2009,23,11,114,21,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224382709010661,145023729010661,2009,23,13,656,30,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224395912010661,145024563010661,2009,23,17,131,27,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224396433010661,145024689010661,2009,23,17,790,28,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224395426010661,145024243010661,2009,23,17,1023,11,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:45,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224418100010661,145023689010661,2009,23,19,750,7,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224417221010661,145024823010661,2009,23,19,1113,9,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224417622010661,145023895010661,2009,23,19,1372,11,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224416668010661,145023667010661,2009,23,19,1893,26,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224411289010661,145024473010661,2009,23,21,94,2,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224412908010661,145024205010661,2009,23,21,382,17,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224412416010661,145024193010661,2009,23,21,620,25,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
233181629010661,145023909010661,2009,23,21,835,8,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224405718010661,145024325010661,2009,23,21,1101,1,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:20,290487,1,2,1,2,2,,,,,,1
224413478010661,145024219010661,2009,23,21,1140,4,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224401012010661,145024061010661,2009,23,21,1191,12,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224414034010661,145024461010661,2009,23,21,1278,16,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
42725111020004,145023951010661,2009,23,23,792,1,6,2009,1,,2,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:26,20004,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
225557982010661,145024675010661,2009,23,25,495,30,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:46,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224422298010661,145024521010661,2009,23,25,739,18,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:47,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
42725306020004,145024847010661,2009,23,25,761,1,6,2009,1,,2,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:26,20004,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224422681010661,145024495010661,2009,23,25,1990,5,8,2009,1,,2,BOCONNELL,2010-08-17 07:49:47,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224423350010661,145023815010661,2009,23,27,33,22,7,2009,1,,1,BOCONNELL,2010-08-17 07:49:47,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224424215010661,145023711010661,2009,23,27,901,20,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:47,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224418733010661,145024701010661,2009,23,29,830,13,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:47,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224419054010661,145023553010661,2009,23,29,1996,14,7,2009,1,,2,BOCONNELL,2010-08-17 07:49:47,10661,FSTROFFE,2022-04-18 09:41:20,290487,1,2,1,2,2,,,,,,1
42725137020004,145023507010661,2009,23,29,5310,1,6,2009,1,,1,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:26,20004,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
224422469010661,145023973010661,2009,23,31,21,10,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:47,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
224422111010661,145024891010661,2009,23,31,270,8,6,2009,1,,2,BOCONNELL,2010-08-17 07:49:47,10661,FSTROFFE,2022-04-18 09:41:20,290487,1,2,1,2,2,,,,,,1
42725267020004,168928645010661,2010,23,1,1659,1,6,2010,1,,2,ANL_NRS_FIA_DATA_PROCESSING,2012-06-06 07:02:26,20004,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248114189010661,168928237010661,2010,23,3,8,15,7,2010,1,,2,CBARNETT,2011-04-27 08:37:28,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248113986010661,168928863010661,2010,23,3,557,14,7,2010,1,,2,CBARNETT,2011-04-27 08:37:28,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248113852010661,168929275010661,2010,23,3,591,12,7,2010,1,,2,CBARNETT,2011-04-27 08:37:28,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248114320010661,168928559010661,2010,23,3,897,21,6,2010,1,,2,CBARNETT,2011-04-27 08:37:28,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248184508010661,168929115010661,2010,23,3,1482,22,6,2010,1,,2,CBARNETT,2011-04-28 07:44:52,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248114440010661,168929089010661,2010,23,3,1615,23,6,2010,1,,2,CBARNETT,2011-04-27 08:37:28,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248113757010661,168928543010661,2010,23,3,1816,1,6,2010,1,,2,CBARNETT,2011-04-27 08:37:28,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248114071010661,168928849010661,2010,23,3,1900,24,6,2010,1,,2,CBARNETT,2011-04-27 08:37:28,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248113770010661,168929269010661,2010,23,5,116,1,6,2010,1,,2,CBARNETT,2011-04-27 08:37:28,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248114570010661,168929169010661,2010,23,7,521,26,8,2010,1,,2,CBARNETT,2011-04-27 08:37:28,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248114689010661,168929299010661,2010,23,7,1904,6,7,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
248114794010661,168929331010661,2010,23,9,616,19,7,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248114890010661,168928481010661,2010,23,11,574,16,6,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248184713010661,168928327010661,2010,23,13,1283,29,7,2010,1,,2,CBARNETT,2011-04-28 07:44:53,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248115373010661,168928931010661,2010,23,17,78,12,8,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248114960010661,168929187010661,2010,23,17,354,7,7,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
248115259010661,168928815010661,2010,23,17,391,13,8,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248115139010661,168928833010661,2010,23,17,1041,11,8,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248115071010661,168929065010661,2010,23,17,1386,8,7,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248115567010661,168928263010661,2010,23,19,369,29,6,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248115927010661,168928579010661,2010,23,19,416,19,8,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248115829010661,168928305010661,2010,23,19,839,14,6,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248115680010661,168929241010661,2010,23,19,1078,30,6,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248115480010661,168928413010661,2010,23,19,1200,28,6,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248113783010661,168929379010661,2010,23,19,5181,1,6,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248116049010661,168928877010661,2010,23,21,1071,13,7,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248116314010661,168929263010661,2010,23,21,1493,23,8,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248116179010661,168928889010661,2010,23,21,1504,2,8,2010,1,,2,CBARNETT,2011-04-27 08:37:29,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248116404010661,168928611010661,2010,23,21,1716,22,7,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248116514010661,168929245010661,2010,23,23,224,28,7,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
248116749010661,168928773010661,2010,23,25,112,24,8,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248116831010661,168929265010661,2010,23,25,146,16,6,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248117315010661,168929295010661,2010,23,25,559,17,6,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248116626010661,168929001010661,2010,23,25,667,4,8,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248117041010661,168929153010661,2010,23,25,1100,25,8,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:21,290487,1,2,1,2,2,,,,,,1
248116926010661,168928907010661,2010,23,25,1514,15,6,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248117185010661,168929139010661,2010,23,25,1591,3,8,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248117423010661,168928061010661,2010,23,29,564,18,8,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248117861010661,168928039010661,2010,23,29,848,20,7,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:20,290487,1,2,1,2,2,,,,,,1
248117545010661,168928107010661,2010,23,29,1700,16,8,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248117789010661,168928015010661,2010,23,29,1781,17,8,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248117685010661,168928131010661,2010,23,29,1830,21,7,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
248117954010661,168929397010661,2010,23,31,1035,9,8,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:23,290487,1,2,1,2,2,,,,,,1
248113796010661,168928529010661,2010,23,31,1107,1,6,2010,1,,2,CBARNETT,2011-04-27 08:37:30,10661,FSTROFFE,2022-04-18 09:41:22,290487,1,2,1,2,2,,,,,,1
216223558020004,247056268010661,2012,23,3,2043,18,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:05,20004,FSTROFFE,2022-04-18 09:42:31,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224675020004,247056539010661,2012,23,3,2074,31,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:06,20004,FSTROFFE,2022-04-18 09:42:30,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224054020004,247056373010661,2012,23,3,2082,7,8,2012,1,,2,BOCONNELL,2013-08-29 08:24:06,20004,FSTROFFE,2022-04-18 09:42:30,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224605020004,247056527010661,2012,23,3,2088,8,8,2012,1,,2,BOCONNELL,2013-08-29 08:24:06,20004,FSTROFFE,2022-04-18 09:42:31,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224722020004,247056545010661,2012,23,3,2089,10,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:07,20004,FSTROFFE,2022-04-18 09:42:31,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224117020004,247056381010661,2012,23,3,2103,12,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:06,20004,FSTROFFE,2022-04-18 09:42:31,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216225203020004,247056739010661,2012,23,3,2111,4,9,2012,1,,2,BOCONNELL,2013-08-29 08:24:07,20004,FSTROFFE,2022-04-18 09:42:30,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216225169020004,247056733010661,2012,23,3,2128,26,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:07,20004,FSTROFFE,2022-04-18 09:42:29,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216223804020004,247056340010661,2012,23,3,2133,25,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:05,20004,FSTROFFE,2022-04-18 09:42:30,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216223535020004,247056257010661,2012,23,3,2165,16,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:05,20004,FSTROFFE,2022-04-18 09:42:28,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224208020004,247056442010661,2012,23,3,2174,2,8,2012,1,,2,BOCONNELL,2013-08-29 08:24:06,20004,FSTROFFE,2022-04-18 09:42:31,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224085020004,247056375010661,2012,23,3,2178,30,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:06,20004,FSTROFFE,2022-04-18 09:42:31,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224653020004,247056538010661,2012,23,3,2266,9,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:06,20004,FSTROFFE,2022-04-18 09:42:30,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224625020004,247056532010661,2012,23,3,2306,10,8,2012,1,,2,BOCONNELL,2013-08-29 08:24:06,20004,FSTROFFE,2022-04-18 09:42:28,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216223845020004,247056342010661,2012,23,3,2455,11,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:05,20004,FSTROFFE,2022-04-18 09:42:28,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224940020004,247056659010661,2012,23,3,2468,6,8,2012,1,,2,BOCONNELL,2013-08-29 08:24:07,20004,FSTROFFE,2022-04-18 09:42:31,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224985020004,247056674010661,2012,23,3,2493,31,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:07,20004,FSTROFFE,2022-04-18 09:42:30,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216225057020004,247056700010661,2012,23,3,2641,8,8,2012,1,,2,BOCONNELL,2013-08-29 08:24:07,20004,FSTROFFE,2022-04-18 09:42:30,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216224826020004,247056632010661,2012,23,5,2469,3,7,2012,1,,2,BOCONNELL,2013-08-29 08:24:07,20004,FSTROFFE,2022-04-18 09:42:30,290487,6,3,0,3,3,1,4,2,1234,24.0,1
276534616489998,247056460010661,2012,23,5,2568,1,6,2012,1,,2,MAHATFIELD,2014-09-23 05:45:49,489998,FSTROFFE,2022-04-18 09:42:31,290487,6,3,0,3,3,1,4,2,1234,24.0,1
216223340020004,247056206010661,2012,23,7,2149,13,9,2012,1,,2,BOCONNELL,2013-08-29 08:24:04,20004,FSTROFFE,2022-04-18 09:42:30,290487,6,3,0,3,3,1,4,2,1234,24.0,1
276522497489998,247056485010661,2012,23,7,2311,1,6,2012,1,,2,MAHATFIELD,2014-09-23 05:46:19,489998,FSTROFFE,2022-04-18 09:42:31,290487,6,3,0,3,3,1,4,2,1234,24.0,1
